Sales_Date,Store,Month,Weekday,Sales,Unit_Price,State,Climate,Promo,Test20t,Test50t
7/08/2009,51,7,4,64.08,0.77996255,SP,TEMPERED / HUMID,1,1,1
7/13/2009,51,7,2,74.47,0.78031422,SP,TEMPERED / HUMID,0,1,1
7/14/2009,51,7,3,75.27,0.76218945,SP,TEMPERED / HUMID,1,1,1
7/15/2009,51,7,4,897.06,0.29008093,SP,TEMPERED / HUMID,1,1,1
7/16/2009,51,7,5,648,0.29,SP,TEMPERED / HUMID,1,1,1
7/17/2009,51,7,6,161,0.67993789,SP,TEMPERED / HUMID,0,1,1
7/18/2009,51,7,7,239.73,0.78008593,SP,TEMPERED / HUMID,0,1,1
7/19/2009,51,7,1,139.41,0.78007317,SP,TEMPERED / HUMID,0,1,1
7/20/2009,51,7,2,134.59,0.77806672,SP,TEMPERED / HUMID,0,1,1
7/21/2009,51,7,3,91.89,0.820111,SP,TEMPERED / HUMID,0,1,1
7/22/2009,51,7,4,332.3,0.45010533,SP,TEMPERED / HUMID,1,1,1
7/23/2009,51,7,5,164.74,0.44998179,SP,TEMPERED / HUMID,1,1,1
7/24/2009,51,7,6,112.11,0.82035501,SP,TEMPERED / HUMID,0,1,1
7/25/2009,51,7,7,120.31,0.77990192,SP,TEMPERED / HUMID,0,1,1
7/26/2009,51,7,1,107.62,0.77996655,SP,TEMPERED / HUMID,0,1,1
7/27/2009,51,7,2,78.59,0.76981804,SP,TEMPERED / HUMID,0,1,1
7/28/2009,51,7,3,68.08,0.7730611,SP,TEMPERED / HUMID,0,1,1
7/29/2009,51,7,4,502.17,0.37001414,SP,TEMPERED / HUMID,1,1,1
7/30/2009,51,7,5,73.52,0.36996736,SP,TEMPERED / HUMID,1,1,1
7/31/2009,51,7,6,110.23,0.78018688,SP,TEMPERED / HUMID,0,1,1
8/01/2009,51,8,7,118.1,0.77806943,SP,TEMPERED / HUMID,1,1,1
8/02/2009,51,8,1,155.57,0.78016327,SP,TEMPERED / HUMID,0,1,1
8/04/2009,51,8,3,371.39,0.58806107,SP,TEMPERED / HUMID,1,1,1
8/05/2009,51,8,4,123.74,0.84968482,SP,TEMPERED / HUMID,1,1,1
8/06/2009,51,8,5,95.18,0.67986972,SP,TEMPERED / HUMID,0,1,1
8/07/2009,51,8,6,263.88,0.36615128,SP,TEMPERED / HUMID,1,1,1
8/08/2009,51,8,7,152.2,0.68002628,SP,TEMPERED / HUMID,1,1,1
8/13/2009,51,8,5,277.96,0.44002734,SP,TEMPERED / HUMID,1,1,1
8/14/2009,51,8,6,108.21,0.78024212,SP,TEMPERED / HUMID,0,1,1
8/15/2009,51,8,7,196.91,0.7800518,SP,TEMPERED / HUMID,0,1,1
8/16/2009,51,8,1,128.62,0.77997201,SP,TEMPERED / HUMID,0,1,1
8/17/2009,51,8,2,155.87,0.74882915,SP,TEMPERED / HUMID,0,1,1
8/18/2009,51,8,3,113.5,0.71770925,SP,TEMPERED / HUMID,0,1,1
8/19/2009,51,8,4,405.01,0.38011407,SP,TEMPERED / HUMID,1,1,1
8/20/2009,51,8,5,161.96,0.38009385,SP,TEMPERED / HUMID,1,1,1
8/21/2009,51,8,6,42.95,0.77951106,SP,TEMPERED / HUMID,0,1,1
8/22/2009,51,8,7,159.95,0.77986871,SP,TEMPERED / HUMID,0,1,1
8/23/2009,51,8,1,99.96,0.78041216,SP,TEMPERED / HUMID,0,1,1
8/24/2009,51,8,2,119.2,0.77592282,SP,TEMPERED / HUMID,0,1,1
8/25/2009,51,8,3,105.6,0.7686553,SP,TEMPERED / HUMID,0,1,1
8/26/2009,51,8,4,384.87,0.47109414,SP,TEMPERED / HUMID,1,1,1
8/27/2009,51,8,5,37,0.46,SP,TEMPERED / HUMID,1,1,1
8/31/2009,51,8,2,34.19,0.77976016,SP,TEMPERED / HUMID,0,1,1
9/01/2009,51,9,3,105.5,0.78018957,SP,TEMPERED / HUMID,0,1,1
9/02/2009,51,9,4,117.96,0.76610715,SP,TEMPERED / HUMID,0,1,1
9/04/2009,51,9,6,167.89,0.5800822,SP,TEMPERED / HUMID,1,1,1
9/05/2009,51,9,7,99.7,0.68044132,SP,TEMPERED / HUMID,1,1,1
9/06/2009,51,9,1,91.51,0.77106327,SP,TEMPERED / HUMID,0,1,1
9/07/2009,51,9,2,150.28,0.33018366,SP,TEMPERED / HUMID,1,1,1
9/08/2009,51,9,3,78.02,0.67982569,SP,TEMPERED / HUMID,1,1,1
10/01/2009,51,10,5,111.21,0.78014567,SP,TEMPERED / HUMID,0,1,1
10/02/2009,51,10,6,114.16,0.85283812,SP,TEMPERED / HUMID,0,1,1
10/04/2009,51,10,1,238.21,0.58994165,SP,TEMPERED / HUMID,1,1,1
10/05/2009,51,10,2,97.53,0.6803035,SP,TEMPERED / HUMID,0,1,1
10/06/2009,51,10,3,1011.97,0.28495904,SP,TEMPERED / HUMID,1,1,1
10/07/2009,51,10,4,97.89,0.48901829,SP,TEMPERED / HUMID,1,1,1
10/08/2009,51,10,5,103.83,0.67225272,SP,TEMPERED / HUMID,0,1,1
11/01/2009,51,11,1,62.93,0.78070872,SP,TEMPERED / HUMID,0,1,1
11/02/2009,51,11,2,105.92,0.59535498,SP,TEMPERED / HUMID,1,1,1
11/04/2009,51,11,4,191.42,0.59016822,SP,TEMPERED / HUMID,1,1,1
11/05/2009,51,11,5,58.56,0.68032787,SP,TEMPERED / HUMID,0,1,1
11/06/2009,51,11,6,154.13,0.77992604,SP,TEMPERED / HUMID,0,1,1
11/07/2009,51,11,7,170.82,0.48998946,SP,TEMPERED / HUMID,1,1,1
11/08/2009,51,11,1,146.37,0.66482203,SP,TEMPERED / HUMID,0,1,1
12/01/2009,51,12,3,117.64,0.77983679,SP,TEMPERED / HUMID,0,1,1
12/02/2009,51,12,4,103.73,0.56994119,SP,TEMPERED / HUMID,1,1,1
12/04/2009,51,12,6,171.94,0.58968245,SP,TEMPERED / HUMID,1,1,1
12/05/2009,51,12,7,57.55,0.77410947,SP,TEMPERED / HUMID,0,1,1
12/06/2009,51,12,1,62.2,0.78006431,SP,TEMPERED / HUMID,0,1,1
12/07/2009,51,12,2,156.72,0.49030117,SP,TEMPERED / HUMID,1,1,1
12/08/2009,51,12,3,814.58,0.37999951,SP,TEMPERED / HUMID,1,1,1
1/07/2008,86,1,2,56.9,2.79050967,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/08/2008,86,1,3,64.31,2.58979941,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/09/2008,86,1,4,35.88,2.80072464,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/10/2008,86,1,5,17.27,2.29067748,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/11/2008,86,1,6,58.39,1.98972427,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/12/2008,86,1,7,52.68,2.79062263,AM,EQUATORIAL / HOT / HUMID,0,0,0
2/07/2008,86,2,5,77.84,2.48997945,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/08/2008,86,2,6,79.77,2.8001755,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/09/2008,86,2,7,23.97,2.80058406,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/10/2008,86,2,1,9.33,2.2926045,AM,EQUATORIAL / HOT / HUMID,0,0,0
2/11/2008,86,2,2,32.26,1.8899566,AM,EQUATORIAL / HOT / HUMID,1,0,0
2/12/2008,86,2,3,38.55,2.29053178,AM,EQUATORIAL / HOT / HUMID,0,0,0
3/07/2008,86,3,6,86.02,2.80062776,AM,EQUATORIAL / HOT / HUMID,0,0,0
3/08/2008,86,3,7,45.37,2.80008816,AM,EQUATORIAL / HOT / HUMID,1,0,0
3/09/2008,86,3,1,37.45,1.78985314,AM,EQUATORIAL / HOT / HUMID,1,0,0
3/10/2008,86,3,2,7.29,2.69135802,AM,EQUATORIAL / HOT / HUMID,0,0,0
3/11/2008,86,3,3,20.37,1.93912617,AM,EQUATORIAL / HOT / HUMID,1,0,0
3/12/2008,86,3,4,43.12,2.28965677,AM,EQUATORIAL / HOT / HUMID,1,0,0
4/07/2008,86,4,2,42.86,2.58959403,AM,EQUATORIAL / HOT / HUMID,0,0,0
4/08/2008,86,4,3,46.46,2.33426604,AM,EQUATORIAL / HOT / HUMID,1,0,0
4/09/2008,86,4,4,27.85,2.69012567,AM,EQUATORIAL / HOT / HUMID,0,0,0
4/10/2008,86,4,5,5.59,2.490161,AM,EQUATORIAL / HOT / HUMID,0,0,0
4/11/2008,86,4,6,16.89,1.98934281,AM,EQUATORIAL / HOT / HUMID,1,0,0
5/07/2008,86,5,4,63.61,2.58984436,AM,EQUATORIAL / HOT / HUMID,0,0,0
5/08/2008,86,5,5,141,2.04964539,AM,EQUATORIAL / HOT / HUMID,1,0,0
5/09/2008,86,5,6,25.88,1.89026275,AM,EQUATORIAL / HOT / HUMID,1,0,0
5/12/2008,86,5,2,62.59,2.28998243,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/07/2008,86,6,7,40.13,2.58983304,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/08/2008,86,6,1,211.75,1.78016529,AM,EQUATORIAL / HOT / HUMID,1,0,0
6/09/2008,86,6,2,52.02,1.89023453,AM,EQUATORIAL / HOT / HUMID,1,0,0
6/10/2008,86,6,3,1.26,2.5,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/11/2008,86,6,4,51.64,2.39988381,AM,EQUATORIAL / HOT / HUMID,0,0,0
6/12/2008,86,6,5,113.14,1.98028991,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/07/2008,86,7,2,33.78,2.59029011,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/08/2008,86,7,3,58.44,2.47535934,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/09/2008,86,7,4,29.38,1.890742,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/10/2008,86,7,5,1.13,2.38938053,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/11/2008,86,7,6,63.07,2.29047091,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/12/2008,86,7,7,40.21,2.29022631,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/13/2008,86,7,1,41.8,2.58923445,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/14/2008,86,7,2,27.1,2.59077491,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/15/2008,86,7,3,38.03,2.59032343,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/16/2008,86,7,4,174.25,1.89032999,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/17/2008,86,7,5,29.57,2.59012513,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/18/2008,86,7,6,44.46,2.38866397,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/19/2008,86,7,7,63.68,2.50816583,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/20/2008,86,7,1,27.13,2.59012164,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/21/2008,86,7,2,44.58,2.59039928,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/22/2008,86,7,3,68.89,2.5905066,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/23/2008,86,7,4,258.21,1.48634832,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/24/2008,86,7,5,37.12,2.58970905,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/25/2008,86,7,6,66.6,2.37717718,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/26/2008,86,7,7,126.41,1.8534135,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/27/2008,86,7,1,52.18,1.84955922,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/28/2008,86,7,2,93.89,1.8503568,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/29/2008,86,7,3,70.69,2.19083322,AM,EQUATORIAL / HOT / HUMID,1,0,0
7/30/2008,86,7,4,77.29,2.58946824,AM,EQUATORIAL / HOT / HUMID,0,0,0
7/31/2008,86,7,5,41.1,2.5486618,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/07/2008,86,8,5,30.8,2.58961039,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/08/2008,86,8,6,71.84,2.76057906,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/09/2008,86,8,7,29.68,1.88948787,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/10/2008,86,8,1,1.59,1.89937107,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/11/2008,86,8,2,147.51,1.94996949,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/13/2008,86,8,4,163.76,1.78999756,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/14/2008,86,8,5,69.32,2.75836699,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/15/2008,86,8,6,63.06,2.80050745,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/16/2008,86,8,7,45.92,2.69729965,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/17/2008,86,8,1,17.68,2.2918552,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/18/2008,86,8,2,9.65,2.29119171,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/19/2008,86,8,3,28.74,2.79993041,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/20/2008,86,8,4,181.64,1.98029068,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/21/2008,86,8,5,103.72,1.98013884,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/22/2008,86,8,6,93.62,2.28081606,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/23/2008,86,8,7,102.01,2.27193412,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/24/2008,86,8,1,48.44,2.29004955,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/25/2008,86,8,2,24.39,2.28946289,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/26/2008,86,8,3,18.64,2.62446352,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/27/2008,86,8,4,84.66,2.3258918,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/28/2008,86,8,5,47.18,2.4898262,AM,EQUATORIAL / HOT / HUMID,0,0,0
8/29/2008,86,8,6,39.1,2.35063939,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/30/2008,86,8,7,72.58,2.80008267,AM,EQUATORIAL / HOT / HUMID,1,0,0
8/31/2008,86,8,1,25.83,2.80023229,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/07/2008,86,9,1,53.6,2.88973881,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/08/2008,86,9,2,105.94,2.79988673,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/09/2008,86,9,3,10.71,2.59010271,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/10/2008,86,9,4,40.19,1.89848221,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/11/2008,86,9,5,91.27,1.94981922,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/12/2008,86,9,6,25.41,2.29004329,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/13/2008,86,9,7,47.59,2.27253625,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/14/2008,86,9,1,23.43,2.29022621,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/15/2008,86,9,2,14.7,2.59115646,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/16/2008,86,9,3,38.98,2.59030272,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/17/2008,86,9,4,76.05,2.28507561,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/18/2008,86,9,5,17.8,2.33202247,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/19/2008,86,9,6,20.69,2.28999517,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/20/2008,86,9,7,56.96,1.6130618,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/21/2008,86,9,1,32.55,1.58033794,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/22/2008,86,9,2,17.01,1.58024691,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/23/2008,86,9,3,19.12,2.2667364,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/24/2008,86,9,4,98.41,1.68966568,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/25/2008,86,9,5,53.34,2.31083615,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/26/2008,86,9,6,11.43,2.43657043,AM,EQUATORIAL / HOT / HUMID,0,0,0
9/27/2008,86,9,7,66.01,1.79927284,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/28/2008,86,9,1,29.14,1.58991078,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/29/2008,86,9,2,17.83,2.95064498,AM,EQUATORIAL / HOT / HUMID,1,0,0
9/30/2008,86,9,3,8.37,2.29032258,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/07/2008,86,10,3,27.54,2.89034132,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/08/2008,86,10,4,20.2,2.8,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/09/2008,86,10,5,167.8,1.77997616,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/10/2008,86,10,6,37.38,1.99036918,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/11/2008,86,10,7,51.1,2.80058708,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/12/2008,86,10,1,208.06,1.85004326,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/13/2008,86,10,2,36.05,2.28959778,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/14/2008,86,10,3,22.92,2.80061082,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/15/2008,86,10,4,17.65,2.28555241,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/16/2008,86,10,5,20.45,2.800978,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/17/2008,86,10,6,29.39,2.48996257,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/18/2008,86,10,7,69.8,2.49011461,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/19/2008,86,10,1,34.87,2.49067967,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/20/2008,86,10,2,25.72,2.48950233,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/21/2008,86,10,3,48.85,2.19037871,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/22/2008,86,10,4,218.76,1.84997257,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/23/2008,86,10,5,77.3,2.19016818,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/24/2008,86,10,6,56.78,2.1900317,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/25/2008,86,10,7,74.14,2.19004586,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/26/2008,86,10,1,7.85,2.18853503,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/27/2008,86,10,2,24.91,2.18988358,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/28/2008,86,10,3,15.43,2.18924174,AM,EQUATORIAL / HOT / HUMID,0,0,0
10/29/2008,86,10,4,52.39,2.48959725,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/30/2008,86,10,5,37.91,2.06647323,AM,EQUATORIAL / HOT / HUMID,1,0,0
10/31/2008,86,10,6,47.57,2.39941139,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/07/2008,86,11,6,12.54,2.29027113,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/08/2008,86,11,7,12.23,2.8004906,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/09/2008,86,11,1,35.41,2.78367693,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/10/2008,86,11,2,50.19,2.29049611,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/11/2008,86,11,3,47.15,2.1902439,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/12/2008,86,11,4,42.89,1.98997435,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/13/2008,86,11,5,76.49,2.31768859,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/14/2008,86,11,6,35.73,2.40106353,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/15/2008,86,11,7,64.26,2.4903517,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/16/2008,86,11,1,26.59,2.49078601,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/17/2008,86,11,2,20.65,2.49007264,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/18/2008,86,11,3,54.11,2.40066531,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/19/2008,86,11,4,166.68,1.9799616,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/20/2008,86,11,5,43.13,2.19986089,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/21/2008,86,11,6,89.63,2.20004463,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/22/2008,86,11,7,80.63,2.28947042,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/23/2008,86,11,1,29.27,2.29005808,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/24/2008,86,11,2,37.17,2.29001883,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/25/2008,86,11,3,19.65,2.28956743,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/26/2008,86,11,4,105.21,1.88004942,AM,EQUATORIAL / HOT / HUMID,1,0,0
11/27/2008,86,11,5,67.89,2.29002799,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/28/2008,86,11,6,30.14,2.29031188,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/29/2008,86,11,7,57.48,2.79001392,AM,EQUATORIAL / HOT / HUMID,0,0,0
11/30/2008,86,11,1,53.75,2.79013953,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/07/2008,86,12,1,65.81,2.59063972,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/08/2008,86,12,2,15.99,2.84990619,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/09/2008,86,12,3,15.88,2.79156171,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/10/2008,86,12,4,23.09,2.2901689,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/11/2008,86,12,5,126.11,1.89009595,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/12/2008,86,12,6,18.84,1.9888535,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/13/2008,86,12,7,5.7,1.99298246,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/14/2008,86,12,1,6.28,1.99044586,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/15/2008,86,12,2,1.14,2.29824561,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/16/2008,86,12,3,37.97,2.29049249,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/17/2008,86,12,4,105.3,1.89088319,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/18/2008,86,12,5,70.13,1.95394268,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/19/2008,86,12,6,24.69,2.28918591,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/20/2008,86,12,7,33.15,2.28868778,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/21/2008,86,12,1,25.25,2.28871287,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/22/2008,86,12,2,25.25,2.28871287,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/23/2008,86,12,3,79.31,1.98915647,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/24/2008,86,12,4,146.6,1.9792633,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/26/2008,86,12,6,64.15,2.48885425,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/27/2008,86,12,7,87.5,2.24937143,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/28/2008,86,12,1,53.65,2.2499534,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/29/2008,86,12,2,60.03,2.2485424,AM,EQUATORIAL / HOT / HUMID,0,0,0
12/30/2008,86,12,3,107.53,1.98837534,AM,EQUATORIAL / HOT / HUMID,1,0,0
12/31/2008,86,12,4,50.5,1.98831683,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/02/2009,86,1,6,73.69,2.58990365,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/04/2009,86,1,1,237.45,1.98909244,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/05/2009,86,1,2,71.63,2.18986458,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/06/2009,86,1,3,53.43,2.78925697,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/07/2009,86,1,4,503.34,0.97967577,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/08/2009,86,1,5,168.9,1.8901717,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/13/2009,86,1,3,27.27,2.58892556,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/14/2009,86,1,4,29.84,2.10187668,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/15/2009,86,1,5,53.95,2.18943466,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/16/2009,86,1,6,105.69,2.18942189,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/17/2009,86,1,7,88.02,2.18938878,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/18/2009,86,1,1,19.97,2.18928393,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/19/2009,86,1,2,11.18,2.19051878,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/20/2009,86,1,3,18.51,2.19016748,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/21/2009,86,1,4,164.78,1.48980459,AM,EQUATORIAL / HOT / HUMID,1,0,0
1/22/2009,86,1,5,56.85,2.59032542,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/23/2009,86,1,6,17.16,2.59207459,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/24/2009,86,1,7,13.07,2.59066565,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/25/2009,86,1,1,15.58,2.59050064,AM,EQUATORIAL / HOT / HUMID,0,0,0
1/26/2009,86,1,2,9.85,2.58984772,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/27/2009,86,1,3,72.71,2.5898776,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/28/2009,86,1,4,189.13,1.87950087,AM,EQUATORIAL / HOT / HUMID,1,0,1
1/29/2009,86,1,5,59.03,2.59020837,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/30/2009,86,1,6,32.47,2.59039113,AM,EQUATORIAL / HOT / HUMID,0,0,1
1/31/2009,86,1,7,116.85,2.5893881,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/01/2009,86,2,1,69.35,2.24931507,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/02/2009,86,2,2,94.15,2.58959108,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/04/2009,86,2,4,90.04,2.68869391,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/05/2009,86,2,5,86.08,2.18947491,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/06/2009,86,2,6,23.73,2.39064475,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/07/2009,86,2,7,97.21,2.4898673,AM,EQUATORIAL / HOT / HUMID,0,0,1
2/08/2009,86,2,1,93.25,1.88986595,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/13/2009,86,2,6,44.72,2.58922182,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/14/2009,86,2,7,31.76,2.48960957,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/15/2009,86,2,1,13.42,2.48956781,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/16/2009,86,2,2,12.46,2.48876404,AM,EQUATORIAL / HOT / HUMID,1,0,1
2/17/2009,86,2,3,128.15,2.48958252,AM,EQUATORIAL / HOT / HUMID,1,0,1
